DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
Deep Discoverer 14040304,,1404,3,4,East of Veatch (Okeanos Canyon),North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Northeast Canyons, Unnamed Canyon east of Veatch Canyon",EX1404L3,D2-EX1404L3-04,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040305,,1404,3,5,Retriever Seamount West Slope,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, New England Shelf, Northeast Canyons and Seamounts Marine National Monument, Retriever Seamount, Western Slope",EX1404L3,D2-EX1404L3-05,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040306,,1404,3,6,Asterias Seamount (Aborted),North Atlantic,Northeast U.S. Continental Shelf,USA,New England,Aborted dive near Asterias Seamount,EX1404L3,D2-EX1404L3-06,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040307,,1404,3,7,Atlantis II North West Slope,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Atlantis II Seamount Nortwestern Slope",EX1404L3,D2-EX1404L3-07,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040308,,1404,3,8,Gosnold Seamount,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Gosnold Seamount",EX1404L3,D2-EX1404L3-08,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040309,,1404,3,9,Kelvin Seamount,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Kelvin Seamount",EX1404L3,D2-EX1404L3-09,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040310,,1404,3,10,Unnamed Deep Seamount,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Unnamed Seamount",EX1404L3,D2-EX1404L3-10,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040311,,1404,3,11,Physalia Seamount,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, New England Shelf, Northeast Canyons and Seamounts Marine National Monument, Physalia Seamount",EX1404L3,D2-EX1404L3-11,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040312,,1404,3,12,Ryan Canyon,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Northeastern Canyons, Ryan Canyon",EX1404L3,D2-EX1404L3-12,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Deep Discoverer 14040313,,1404,3,13,Nantucket Canyon,North Atlantic,Northeast U.S. Continental Shelf,USA,New England,"U.S. Atlantic Continental Margin, Northeast Canyons, Nantucket Canyon",EX1404L3,D2-EX1404L3-13,,,Deep Water Exploration of the Northeast U.S. Canyons and Seamounts to document biodiversisty and identify hot spots,,D2-EX1404L3-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Okeanos Explorer,50m,https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l2/ | https://www.ncei.noaa.gov/waf/okeanos-rov-cruises/ex1404l3/,
Hercules 1341884,11/19/21,134,,1884,Unnamed seamount A,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papahānaumokuākea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount A",NA134,NA134-H1884,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1884,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341885,11/20/21,134,,1885,Ha_aheo South Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Ha_aheo Seamount, North Ridge",NA134,NA134-H1885,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1885,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341886,11/20/21,134,,1886,Ha_aheo North Ridge,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Ha_aheo Seamount, South Ridge",NA134,NA134-H1886,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1886,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341887,11/22/21,134,,1887,Small Volcano NE of Don Quixote Seamount,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Northeast of Don Quixote Seamount",NA134,NA134-H1887,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1887,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341888,11/22/21,134,,1888,Don Quixote Seamount North,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Don Quixote Seamount Northern Ridge",NA134,NA134-H1888,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1888,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341889,11/23/21,134,,1889,Don Quixote Seamount Northwest,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Don Quixote Seamount Northwestern Ridge ",NA134,NA134-H1889,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1889,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341890,11/26/21,134,,1890,Don Quixote Northwest Deep,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Don Quixote Seamount Northwestern Ridge ",NA134,NA134-H1890,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1890,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
Hercules 1341891,11/26/21,134,,1891,Volcano Southwest of Don Quixote,North Pacific,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Southwest of Don Quixote Seamount",NA134,NA134-H1891,"Kelley, Christopher; Kosaki, Randy; Orcutt, Beth; Petruncio, Emil",,Document whether these underwater mountains support vibrant coral and sponge communities like others in the region,,NA134-H1891,ROV,Hercules,Ocean Exploration Trust; University of Hawai ªi,"Bingo, Sarah; sarahr6@hawaii.edu",Nautilus,50m,https://nautiluslive.org/cruise/na134,
