DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
17030017,20170325,1703,,17,Unnamed Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, North of Carondelet Reef, Unnamed Seamount (Maibua)",EX1703,D2-EX1703-17,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-17,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17030018,20170326,1703,,18,Unnamed Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Unnamed Seamount (Te Kaitira)",EX1703,D2-EX1703-18,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-18,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17030019,20170327,1703,,19,Ufiata Seamount,South Pacific Ocean,NA,New Zealand,NA,"Tokelau Exclusive Economic Zone, Ufiata Seamount",EX1703,D2-EX1703-19,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-19,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050001,20170427,1705,,1,Aunuu Unit,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Aunu'u Unit, Aunu'u Island",EX1705,D2-EX1705-01,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050002,20170430,1705,,2,Te Tukunga o Fakahotu,South Pacific Ocean,NA,NA,NA,"Northern Manihiki Plateau, Te Tukunga o Fakahotu (unofficial), Mesa-shaped feature, East",EX1705,D2-EX1705-02,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050003,20170502,1705,,3,Te Kawhiti o Maui Potiki,South Pacific Ocean,NA,NA,NA,"Northern Manihiki Plateau, Ridge, Te Kawhiti o Maui Potiki (unofficial), Ridge",EX1705,D2-EX1705-03,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050004,20170504,1705,,4,Kahalewai,South Pacific Ocean,NA,USA,Western Pacific,"Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Kahalewai Seamount (unofficial), Southern Ridge",EX1705,D2-EX1705-04,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050005,20170505,1705,,5,Jarvis Island,South Pacific Ocean,NA,USA,Western Pacific,"Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Slope, Ridge",EX1705,D2-EX1705-05,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050006,20170506,1705,,6,Keli'ihananui,North Pacific Ocean,NA,USA,Western Pacific,"Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Keli'ihananui Seamount (unofficial), Northern Ridge",EX1705,D2-EX1705-06,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050007,20170507,1705,,7,Whaley Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Whaley Seamount (unofficial), Cones on Summit",EX1705,D2-EX1705-07,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050008,20170508,1705,,8,Clipperton Fracture Zone,North Pacific Ocean,NA,USA,Western Pacific,"Jarvis Island Unit of the Pacific Remote Islands Marine National Monument, Western Clipperton Fracture Zone, Ridge",EX1705,D2-EX1705-08,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050009,20170510,1705,,9,West Palmyra Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, West Palmyra Seamount (unofficial), Eastern Flank",EX1705,D2-EX1705-09,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050010,20170511,1705,,10,Palmyra Atoll,North Pacific Ocean,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Palmyra Atoll, Southern Slope",EX1705,D2-EX1705-10,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050011,20170512,1705,,11,Kingman Reef,North Pacific Ocean,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Kingman Reef, Cone on Eastern Slope",EX1705,D2-EX1705-11,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17050012,20170513,1705,,12,Kingman Reef,North Pacific Ocean,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, northeast of Kingman Reef, Cone",EX1705,D2-EX1705-12,,,"Collect critical baseline information about unknown and poorly known deepwater areas as it transits across the northern portion of the Cook Islands, with focused work in the vicinity of both the Jarvis Island and Kingman/Palmyra units of the Pacific Remote Islands Marine National Monument.",,D2-EX1705-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060001,20170707,1706,,1,South Oahu,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Main Hawaiian Islands, Oahu Island, South",EX1706,D2-EX1706-01,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060002,20170713,1706,,2,Horizon Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, North, Horizon Guyot",EX1706,D2-EX1706-02,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060003,20170714,1706,,3,North Johnston Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, North, Unnamed Seamount, Guyot",EX1706,D2-EX1706-03,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060004,20170715,1706,,4,Johnston Atoll,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Johnston Atoll",EX1706,D2-EX1706-04,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060005,20170717,1706,,5,Sally Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Sally Seamount (unofficial), Guyot, Northern Ridge",EX1706,D2-EX1706-05,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060006,20170718,1706,,6,NW Keli Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Keli Ridge Seamount (unofficial), Northwest",EX1706,D2-EX1706-06,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060007,20170721,1706,,7,Edmondson Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Edmondson Seamount (unofficial)",EX1706,D2-EX1706-07,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060008,20170722,1706,,8,Pierpont Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Pierpont Seamount (unofficial)",EX1706,D2-EX1706-08,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060009,20170723,1706,,9,Wetmore West Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Wetmore Seamount (unofficial), West, Ridge",EX1706,D2-EX1706-09,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060010,20170724,1706,,10,Wetmore East Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Wetmore Seamount (unofficial), East, Ridge",EX1706,D2-EX1706-10,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060011,20170725,1706,,11,Unnamed Ridge Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, South, Unnamed Ridge Seamount",EX1706,D2-EX1706-11,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060012,20170726,1706,,12,Unnamed Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, South, Unnamed Seamount",EX1706,D2-EX1706-12,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060013,20170727,1706,,13,Sleepy Hollow Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, South, Sleepy Hollow Seamount (unofficial), Summit, Cone",EX1706,D2-EX1706-13,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060014,20170728,1706,,14,SE Keli Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, Keli Ridge Seamount (unofficial), Guyot, Southeast",EX1706,D2-EX1706-14,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-14,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17060015,20170729,1706,,15,New Seamount 8,North Pacific Ocean,NA,USA,Western Pacific,"Johnston Atoll Unit of Pacific Remote Islands Marine National Monument, New Seamount 8, Cone",EX1706,D2-EX1706-15,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Johnston Atoll Unit of the Pacific Remote Islands Marine National Monument.,"The first four days of operations will be planned in waters off the coast of Oahu while shakedown operations are conducted. Afterwards, mapping transit operations will be conducted to JAU followed by telepresence-based ROV exploration.",D2-EX1706-15,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080001,20170907,1708,,1,Tropic of Cancer Seamount,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"United States Exclusive Economic Zone around Hawaiian Islands, 90 nautical miles north of Oahu, Tropic of Cancer Seamount (unofficial), Summit",EX1708,D2-EX1708-01,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080002,20170908,1708,,2,Beach Ridge,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Beach Ridge (unofficial), Summit",EX1708,D2-EX1708-02,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080003,20170909,1708,,3,Beethoven Ridge,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Beethoven Ridge, Summit",EX1708,D2-EX1708-03,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080004,20170910,1708,,4,Sibelius Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Sibelius Seamount, East",EX1708,D2-EX1708-04,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080005,20170911,1708,,5,Gounod Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Gounod Seamount, Terraced Pancake Cone",EX1708,D2-EX1708-05,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080007,20170913,1708,,7,Debussy Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Debussy Seamount, Ridge",EX1708,D2-EX1708-07,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080008,20170914,1708,,8,Wagner Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Wagner Seamount, Cone",EX1708,D2-EX1708-08,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080009,20170915,1708,,9,Verdi Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Verdi Seamount, Ridge Flank",EX1708,D2-EX1708-09,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080010,20170916,1708,,10,Shostakovich Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Shostakovich Seamount, Ridge",EX1708,D2-EX1708-10,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080012,20170918,1708,,12,Mussorgsky Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Mussorgsky Seamount, Ridge",EX1708,D2-EX1708-12,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080013,20170919,1708,,13,Paganini Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Paganini Seamount, Ridge",EX1708,D2-EX1708-13,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080014,20170920,1708,,14,Liszt Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Liszt Seamount, Tablemount Flank",EX1708,D2-EX1708-14,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-14,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080015,20170921,1708,,15,Mozart Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Mozart Seamount, Ridge",EX1708,D2-EX1708-15,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-15,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080017,20170923,1708,,17,Rapano Ridge,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Rapano Ridge, Summit",EX1708,D2-EX1708-17,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-17,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080018,20170924,1708,,18,Schumann Seamount,North Pacific Ocean,NA,NA,NA,"Musicians Seamounts, Schumann Seamount, Ridge",EX1708,D2-EX1708-18,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-18,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080019,20170925,1708,,19,Mendelsohn Seamount,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"United States Exclusive Economic Zone around Hawaiian Islands, South of Musicians Seamounts and North of Hawaiian Islands, Mendelsohn Seamount",EX1708,D2-EX1708-19,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-19,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080020,20170926,1708,,20,Middle Bank,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"United States Exclusive Economic Zone around Hawaiian Islands, Outside Boundary of Papahānaumokuākea Marine National Monument, Middle Bank, Cone",EX1708,D2-EX1708-20,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-20,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080021,20170928,1708,,21,South Oahu,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Main Hawaiian Islands, Oahu Island, South",EX1708,D2-EX1708-21,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-21,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
17080022,20170929,1708,,22,South Oahu,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Main Hawaiian Islands, Oahu Island, South",EX1708,D2-EX1708-22,,,Collect critical baseline information about unknown and poorly understood deepwater areas around the Musicians Seamounts and the Hawaiian Islands.,,D2-EX1708-22,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50m,,
Hercules 1011715,20180918,101,,1715,Unnamed Seamount 6,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 6",NA101,NA101-H1715,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1715,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011716,20180919,101,,1716,Unnamed Seamount 7,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 7",NA101,NA101-H1716,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1716,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011717,20180921,101,,1717,Naifeh Seamount,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Naifeh Seamount",NA101,NA101-H1717,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1717,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
